City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Pundaguitan,PH,6.3711,126.1689,79.95,82,100,16.93,moderate rain
338,Hami,CN,42.8,93.45,88.29,13,94,16.67,overcast clouds
339,Voznesenskoye,RU,54.89,42.7569,28.8,93,17,5.7,few clouds
340,Porto Santo,PT,33.072,-16.3415,64.78,59,40,11.5,scattered clouds
341,Xining,CN,36.6167,101.7667,55.53,77,100,1.36,overcast clouds
342,Eldorado,BR,-23.7869,-54.2836,59.09,78,0,5.91,clear sky
343,Tulun,RU,54.5611,100.5792,64.24,42,0,5.95,clear sky
344,Fare,PF,-16.7,-151.0167,80.6,71,11,14.23,light rain
345,Arman,RU,59.7,150.1667,43.02,100,100,3.67,light rain
346,Nagato,JP,34.3833,131.2,73.2,71,47,3.02,scattered clouds
347,Horta,PT,38.5333,-28.6333,62.42,85,82,11.48,broken clouds
348,Vardo,NO,70.3705,31.1107,39.18,87,100,12.66,overcast clouds
349,Wagar,SD,16.1525,36.2032,85.06,21,10,9.37,clear sky
350,Wanning,CN,18.8003,110.3967,80.76,88,100,2.44,light rain
351,Yaroslavskaya,RU,44.6106,40.4642,44.56,92,16,5.73,few clouds
352,Malanje,AO,-9.5402,16.341,58.68,67,75,2.19,broken clouds
353,Santa Cruz,BO,-17.8,-63.1667,74.66,83,20,6.91,few clouds
354,Lagoa,PT,39.05,-27.9833,60.78,82,7,12.86,clear sky
355,Victor Harbor,AU,-35.5667,138.6167,58.68,91,100,12.84,moderate rain
356,Ajaccio,FR,42.0,8.9167,60.85,82,0,5.75,clear sky
357,Qafqafa,JO,32.3483,35.9395,61.95,49,0,1.63,clear sky
358,Kaka,TM,37.3482,59.6143,71.49,43,0,8.7,clear sky
359,Half Moon Bay,US,37.4636,-122.4286,94.87,21,0,18.41,clear sky
360,Cabedelo,BR,-6.9811,-34.8339,74.07,88,83,10.42,light rain
361,Belmonte,BR,-15.8631,-38.8828,73.27,79,30,10.49,scattered clouds
362,Port-Cartier,CA,50.0334,-66.8654,53.71,73,67,6.08,broken clouds
363,Sampit,ID,-2.5333,112.95,80.98,90,92,2.89,overcast clouds
364,Sambava,MG,-14.2667,50.1667,68.79,86,10,6.29,clear sky
365,Waltershausen,DE,50.9,10.5667,51.84,89,100,3.36,overcast clouds
366,Swan Hill,AU,-35.3378,143.5544,62.44,61,100,12.88,overcast clouds
367,Malumfashi,NG,11.7853,7.6218,76.69,54,13,9.75,few clouds
368,Shanhetun,CN,44.7,127.2,50.2,96,100,9.22,light rain
369,Amapa,BR,1.0,-52.0,71.44,99,26,2.59,scattered clouds
370,Pringsewu,ID,-5.3582,104.9744,78.24,89,100,0.67,overcast clouds
371,Gilgit,PK,35.9221,74.3087,69.73,45,0,1.66,clear sky
372,Goderich,CA,43.7501,-81.7165,55.72,58,100,6.91,overcast clouds
373,Quincy,US,42.2529,-71.0023,56.35,76,40,9.22,scattered clouds
374,Yoichi,JP,43.2039,140.7703,66.11,57,20,1.52,few clouds
375,Tacuarembo,UY,-31.7333,-55.9833,59.41,91,98,5.93,overcast clouds
376,Ustka,PL,54.5805,16.8619,52.41,97,71,5.53,light rain
377,Pasni,PK,25.2631,63.471,80.96,95,5,4.97,clear sky
378,Tubarao,BR,-28.4667,-49.0069,66.22,90,0,3.15,clear sky
379,Sterling,US,39.0062,-77.4286,61.09,80,100,4.61,overcast clouds
380,Jining,CN,35.405,116.5814,82.99,39,27,5.41,scattered clouds
381,Bail Hongal,IN,15.8167,74.8667,70.84,86,73,8.93,broken clouds
382,Gurupa,BR,-1.405,-51.64,73.51,90,12,2.51,few clouds
383,Soyo,AO,-6.1349,12.3689,73.2,87,63,8.1,broken clouds
384,Kruisfontein,ZA,-34.0033,24.7314,59.88,88,100,9.91,overcast clouds
385,Sangmelima,CM,2.9333,11.9833,65.59,99,43,2.15,scattered clouds
386,Genhe,CN,50.7833,121.5167,64.94,32,19,9.04,few clouds
387,Ludvika,SE,60.1496,15.1878,51.6,98,100,4.09,overcast clouds
388,Poum,NC,-20.2333,164.0167,77.16,79,12,16.02,few clouds
389,Fuxin,CN,42.0156,121.6589,62.19,52,65,9.08,broken clouds
390,Russellville,US,35.2784,-93.1338,69.94,90,75,5.75,light rain
391,Honiara,SB,-9.4333,159.95,85.1,71,47,3.96,scattered clouds
392,Thunder Bay,CA,48.4001,-89.3168,66.18,36,75,9.22,broken clouds
393,Sandnessjoen,NO,66.0217,12.6316,56.64,47,100,5.01,overcast clouds
394,Arden,DK,56.769,9.8618,51.19,92,100,14.14,overcast clouds
395,Ende,ID,-8.8432,121.6623,82.56,77,73,2.28,broken clouds
396,Prado,BR,-17.3411,-39.2208,71.58,84,48,7.23,scattered clouds
397,Manacor,ES,39.5696,3.2096,62.33,85,100,17.43,light rain
398,Vanimo,PG,-2.6741,141.3028,85.5,68,69,5.61,broken clouds
399,Kayerkan,RU,69.3497,87.7602,35.53,86,90,4.99,overcast clouds
400,Port-Gentil,GA,-0.7193,8.7815,76.93,80,100,14.03,overcast clouds
401,Pompeu,BR,-19.2244,-44.9353,58.28,65,5,5.77,clear sky
402,Usinsk,RU,65.9939,57.5281,45.57,71,100,8.05,overcast clouds
403,Synya,RU,65.3718,58.0387,44.69,70,100,4.63,overcast clouds
404,Gillette,US,44.2911,-105.5022,56.05,52,100,6.91,overcast clouds
405,Basoko,CD,1.2391,23.616,68.97,95,100,1.03,light rain
406,Semey,KZ,50.4111,80.2275,64.62,36,0,6.71,clear sky
407,Biak,ID,-0.9131,122.8766,81.88,74,93,3.6,overcast clouds
408,Sweetwater,US,25.7634,-80.3731,81.01,72,40,12.66,scattered clouds
409,Lamar,US,33.6668,-95.5836,66.11,94,75,6.91,broken clouds
410,Taoudenni,ML,22.6783,-3.9836,92.7,9,0,6.58,clear sky
411,Mbandaka,CD,0.0487,18.2603,70.25,92,100,3.31,overcast clouds
412,Korla,CN,41.7597,86.1469,85.21,14,100,16.87,overcast clouds
413,Arawa,PG,-6.2132,155.5367,88.48,54,53,3.85,broken clouds
414,Tuatapere,NZ,-46.1333,167.6833,48.11,77,100,13.4,overcast clouds
415,Sokoni,TZ,-6.4333,39.55,79.93,80,83,12.35,broken clouds
416,Abu Samrah,SY,35.3029,37.1841,63.03,59,0,1.21,clear sky
417,Codrington,AU,-38.2667,141.9667,62.19,60,100,15.37,overcast clouds
418,Xambioa,BR,-6.4111,-48.5364,74.01,75,75,2.57,broken clouds
419,Kabo,CF,7.6994,18.629,72.37,80,97,3.76,overcast clouds
420,Pelotas,BR,-31.7719,-52.3425,54.86,94,63,4.43,broken clouds
421,Narsaq,GL,60.9167,-46.05,37.62,45,0,14.07,clear sky
422,Gimli,CA,50.6336,-96.9907,60.82,55,9,11.5,clear sky
423,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,51,0,13.42,clear sky
424,San Rafael,AR,-34.6177,-68.3301,44.94,84,48,2.51,scattered clouds
425,Dolinsk,RU,47.35,142.8,53.02,84,100,9.55,moderate rain
426,Ascension,US,30.2169,-90.9001,82.62,85,75,5.75,broken clouds
427,Redcliffe,AU,-27.2307,153.0973,73.47,73,75,10.36,broken clouds
428,Marfino,RU,55.7028,37.3822,39.11,69,0,6.71,clear sky
429,Yambio,SS,4.5721,28.3955,67.1,98,100,0.69,light rain
430,Airai,TL,-8.9266,125.4092,69.42,72,86,3.96,overcast clouds
431,Verkhnevilyuysk,RU,63.4453,120.3167,44.76,48,91,11.27,overcast clouds
432,Ghatanji,IN,20.1333,78.3167,87.19,49,1,10.31,clear sky
433,Kachug,RU,53.9606,105.8817,64.18,42,5,1.19,clear sky
434,Gurlan,UZ,41.8447,60.3919,68.07,47,0,13.13,clear sky
435,Maumere,ID,-8.6199,122.2111,81.82,76,96,5.08,overcast clouds
436,The Valley,AI,18.217,-63.0578,80.82,70,10,13.76,clear sky
437,Hanyang,CN,32.1371,105.5126,65.07,88,100,2.82,overcast clouds
438,Igrim,RU,63.1906,64.4162,49.03,78,100,5.46,overcast clouds
439,Pedernales,DO,18.0384,-71.744,79.65,74,17,6.8,few clouds
440,Kupang,ID,-10.1667,123.5833,85.03,67,31,10.76,scattered clouds
441,Amahai,ID,-3.3333,128.9167,80.24,81,100,0.51,light rain
442,Kirakira,SB,-10.4544,161.9205,83.8,75,36,5.01,scattered clouds
443,Portobelo,PA,9.55,-79.65,80.73,83,100,1.3,overcast clouds
444,Bengkulu,ID,-3.8004,102.2655,73.33,95,100,0.45,overcast clouds
445,Chase,CA,50.8165,-119.6857,67.32,49,100,3.4,overcast clouds
446,Naze,JP,28.3667,129.4833,72.52,92,100,14.99,light rain
447,Nabire,ID,-3.3667,135.4833,77.95,90,100,1.45,overcast clouds
448,Haines Junction,CA,60.7522,-137.5108,51.75,43,100,11.5,overcast clouds
449,Grand Gaube,MU,-20.0064,57.6608,70.38,80,24,14.32,few clouds
450,Bulgan,MN,48.8125,103.5347,57.85,36,0,4.0,clear sky
451,Flin Flon,CA,54.7682,-101.865,54.01,27,96,5.44,overcast clouds
452,Saldanha,ZA,-33.0117,17.9442,57.25,92,27,0.34,scattered clouds
453,Bayji,IQ,34.9311,43.487,74.16,34,4,6.44,clear sky
454,Turukhansk,RU,65.8167,87.9833,53.38,63,48,8.72,scattered clouds
455,Galle,LK,6.0367,80.217,78.3,84,100,5.37,overcast clouds
456,Aketi,CD,2.7388,23.7833,69.6,98,100,1.16,overcast clouds
457,Terenos,BR,-20.4422,-54.8603,71.31,56,0,11.5,clear sky
458,Sandwick,GB,60.0,-1.25,48.02,87,40,10.36,scattered clouds
459,Dicabisagan,PH,17.0818,122.4157,87.12,67,94,4.61,overcast clouds
460,Farafangana,MG,-22.8167,47.8333,69.62,90,11,6.04,few clouds
461,Tura,IN,25.5198,90.2201,76.73,87,80,3.11,broken clouds
462,Tugulym,RU,57.0591,64.6425,55.47,84,100,6.69,overcast clouds
463,Channel-Port Aux Basques,CA,47.5702,-59.1367,43.77,63,91,7.81,overcast clouds
464,San Jeronimo,PE,-11.9472,-75.2829,49.23,77,100,5.19,overcast clouds
465,Karratha,AU,-20.7377,116.8463,77.05,42,12,12.28,few clouds
466,Jammalamadugu,IN,14.8333,78.4,85.71,62,99,13.18,overcast clouds
467,Chimbote,PE,-9.0853,-78.5783,62.83,88,22,8.41,few clouds
468,Kenora,CA,49.8167,-94.4337,65.37,42,20,6.91,few clouds
469,Tucumcari,US,35.1717,-103.725,57.94,51,0,19.57,clear sky
470,Abu Dhabi,AE,24.4667,54.3667,82.42,71,0,3.44,dust
471,Sarany,RU,58.5,58.8833,44.73,99,100,5.53,moderate rain
472,Garden City,US,42.3256,-83.331,64.65,55,75,4.61,broken clouds
473,Muriti,TZ,-1.9833,32.9167,73.78,67,96,1.77,light rain
474,Guanica,PR,17.9716,-66.908,80.91,88,39,7.94,scattered clouds
475,Warrington,GB,53.3925,-2.5802,55.51,79,0,12.66,clear sky
476,Rundu,NA,-17.9333,19.7667,49.89,46,0,3.58,clear sky
477,Oksbol,DK,55.6268,8.2876,52.92,81,20,18.86,few clouds
478,Sur,OM,22.5667,59.5289,87.3,51,0,11.81,clear sky
479,Necochea,AR,-38.5473,-58.7368,47.01,74,56,8.61,broken clouds
480,Ndjole,GA,-0.1783,10.7649,72.01,97,98,1.72,overcast clouds
481,Sakhon Nakhon,TH,17.1612,104.1472,82.35,83,40,2.3,scattered clouds
482,Aklavik,CA,68.2191,-135.0107,48.42,60,100,8.05,overcast clouds
483,Beausejour,CA,50.0622,-96.5167,67.77,72,24,9.95,few clouds
484,Mamallapuram,IN,12.6264,80.1722,86.05,81,100,11.05,overcast clouds
485,Atambua,ID,-9.1061,124.8925,81.45,67,63,2.89,broken clouds
486,Kieta,PG,-6.2167,155.6333,86.29,58,57,3.85,broken clouds
487,Santa Marta,CO,11.2408,-74.199,85.89,68,75,7.0,broken clouds
488,Masvingo,ZW,-20.0637,30.8277,55.27,72,0,2.55,clear sky
489,Hokitika,NZ,-42.7167,170.9667,55.06,78,99,9.22,overcast clouds
490,Les Cayes,HT,18.2,-73.75,77.14,83,13,5.14,few clouds
491,Punta Gorda,US,26.9298,-82.0454,82.44,84,75,5.99,broken clouds
492,Kedougou,SN,12.5579,-12.1743,86.43,45,96,2.13,light rain
493,Maceio,BR,-9.6658,-35.7353,74.64,94,100,2.3,moderate rain
494,General Roca,AR,-39.0333,-67.5833,54.63,59,100,12.28,overcast clouds
495,Ust-Ishim,RU,57.6935,71.1665,60.3,71,100,4.32,overcast clouds
496,Ampanihy,MG,-24.7,44.75,65.57,92,0,3.44,clear sky
497,Grindavik,IS,63.8424,-22.4338,42.75,93,75,5.75,broken clouds
498,Talaya,RU,61.3833,152.75,46.09,63,100,10.94,overcast clouds
499,Zeya,RU,53.75,127.2667,65.77,49,2,4.12,clear sky
500,Flinders,AU,-34.5833,150.8552,65.17,82,99,5.99,overcast clouds
501,Sao Sebastiao,BR,-23.76,-45.4097,65.48,88,1,5.08,clear sky
502,Rodrigues Alves,BR,-7.738,-72.6509,72.07,97,65,1.32,light rain
503,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,70,0,5.75,clear sky
504,Takoradi,GH,4.8845,-1.7554,77.65,83,98,5.66,light rain
505,Banda Aceh,ID,5.5577,95.3222,82.85,72,97,13.62,overcast clouds
506,Kuytun,RU,54.3419,101.5036,63.3,43,0,5.44,clear sky
507,Gat,IL,31.61,34.7642,70.39,79,0,2.46,clear sky
508,Biu,NG,10.6129,12.1946,77.32,57,4,6.4,clear sky
509,Ust-Nera,RU,64.5667,143.2,47.28,51,85,3.58,overcast clouds
510,Takaka,NZ,-40.85,172.8,61.56,48,0,4.74,clear sky
511,Riyadh,SA,24.6877,46.7219,77.14,18,0,6.73,clear sky
512,Maniitsoq,GL,65.4167,-52.9,25.34,73,100,9.35,overcast clouds
513,Ucluelet,CA,48.9329,-125.5528,52.09,82,100,1.01,overcast clouds
514,Linxia,CN,35.6003,103.2064,63.25,53,98,4.21,overcast clouds
515,Baker City,US,44.7749,-117.8344,66.6,35,75,3.44,broken clouds
516,Saint-Pierre,RE,-21.3393,55.4781,69.91,64,0,6.91,clear sky
517,Kemin,KG,42.7846,75.6892,62.19,74,13,3.24,few clouds
518,Harper,LR,4.375,-7.7169,73.53,92,100,9.71,moderate rain
519,Ulladulla,AU,-35.35,150.4667,60.76,70,24,2.84,few clouds
520,Omsukchan,RU,62.5333,155.8,44.89,56,100,9.55,overcast clouds
521,Havre,FR,49.5833,0.3333,53.37,82,20,12.66,few clouds
522,San Patricio,US,28.017,-97.5169,82.54,71,14,16.98,few clouds
523,Padang,ID,-0.9492,100.3543,77.05,97,100,3.74,light rain
524,Tual,ID,-5.6667,132.75,82.53,76,100,12.55,overcast clouds
525,Kailua,US,21.4022,-157.7394,84.18,64,0,10.36,clear sky
526,Jiangyou,CN,31.7667,104.7167,70.25,73,100,1.7,overcast clouds
527,Okuchi,JP,32.0667,130.6167,74.08,69,94,3.42,overcast clouds
528,Genoa,IT,44.4129,8.9573,69.22,89,75,8.05,broken clouds
529,Opuwo,NA,-18.0607,13.84,56.16,36,0,4.09,clear sky
530,Sechura,PE,-5.5569,-80.8222,65.95,78,7,14.88,clear sky
531,Benguela,AO,-12.5763,13.4055,68.77,86,100,5.01,overcast clouds
532,Ozernovskiy,RU,51.5,156.5167,42.48,89,100,6.93,overcast clouds
533,Phulabani,IN,20.4667,84.2333,83.05,48,13,3.47,few clouds
534,Bow Island,CA,49.8668,-111.3684,69.55,29,98,9.22,overcast clouds
535,Bethanien,NA,-26.502,17.1583,59.32,27,0,5.06,clear sky
536,Curup,ID,-3.4667,102.5333,67.62,100,100,0.67,moderate rain
537,Faya,SA,18.3851,42.4509,69.91,53,5,3.4,clear sky
538,Araouane,ML,18.9048,-3.5265,87.28,27,2,9.13,clear sky
539,Ternate,ID,0.8,127.4,81.81,75,100,3.51,overcast clouds
540,Falam,MM,22.9167,93.6833,61.02,97,100,2.71,overcast clouds
541,Marrakesh,MA,31.6315,-8.0083,64.47,63,0,6.91,clear sky
542,Baoro,CF,5.6667,15.9667,66.96,97,99,2.19,overcast clouds
543,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,68,100,12.66,overcast clouds
544,Praia,CV,14.9215,-23.5087,72.14,78,75,10.36,broken clouds
545,Shintomi,JP,32.0785,131.4723,70.92,70,64,3.49,broken clouds
546,High Level,CA,58.5169,-117.136,55.51,50,75,12.66,broken clouds
547,Baishishan,CN,43.5833,127.5667,55.18,96,100,4.54,heavy intensity rain
548,Atascadero,US,35.4894,-120.6707,76.35,31,7,7.07,clear sky
549,Kenscoff,HT,18.4506,-72.2869,59.14,94,90,4.61,overcast clouds
550,Severnoye,RU,56.3491,78.3619,66.06,56,0,3.02,clear sky
551,Esna,EG,25.2934,32.554,77.02,21,0,11.14,clear sky
552,Baykit,RU,61.67,96.37,57.38,75,100,3.2,overcast clouds
553,Makasar,ID,-5.14,119.4221,84.25,84,20,4.61,few clouds
554,Westport,US,41.1415,-73.3579,60.03,70,0,8.05,clear sky
555,Cocobeach,GA,1.0002,9.5823,77.88,84,100,9.37,light rain
556,Srednekolymsk,RU,67.45,153.6833,60.15,30,15,10.07,few clouds
557,Chiriqui Grande,PA,8.95,-82.1167,77.65,88,100,1.95,overcast clouds
558,Oranjestad,AW,12.524,-70.027,82.35,74,20,25.32,few clouds
559,Nome,US,64.5011,-165.4064,60.17,53,0,8.05,clear sky
560,Lavrentiya,RU,65.5833,-171.0,39.29,94,100,7.02,overcast clouds
561,Beloha,MG,-25.1667,45.05,67.12,93,33,2.46,scattered clouds
562,Igboho,NG,8.8333,3.75,71.4,95,90,5.66,overcast clouds
563,Pacific Grove,US,36.6177,-121.9166,80.55,62,0,8.05,clear sky
564,Acari,PE,-15.4311,-74.6158,67.05,72,18,3.53,few clouds
565,Kabompo,ZM,-13.5927,24.2008,48.61,53,0,3.58,clear sky
566,Batagay-Alyta,RU,67.8006,130.4114,31.06,96,100,19.95,snow
567,Muravlenko,RU,63.7898,74.523,53.82,55,17,4.88,few clouds
568,Qasigiannguit,GL,68.8193,-51.1922,21.45,75,31,3.4,scattered clouds
569,Manggar,ID,-2.8833,108.2667,84.54,74,100,4.52,light rain
570,Noumea,NC,-22.2763,166.4572,82.38,99,54,4.05,broken clouds
571,Hvide Sande,DK,56.0045,8.1294,49.08,85,60,20.02,broken clouds
572,Laurel,US,39.0993,-76.8483,62.1,80,100,3.44,overcast clouds
573,Nirmal,IN,19.1,78.35,88.39,39,3,11.1,clear sky
574,Nyurba,RU,63.2842,118.3319,45.57,54,91,9.17,overcast clouds
575,Severnyy,RU,50.677,36.5532,50.04,57,0,6.71,clear sky
576,Miraflores,MX,19.2167,-98.8083,67.03,72,100,5.68,overcast clouds
577,Hastings,GB,50.8552,0.5729,52.52,86,1,10.29,clear sky
578,Sao Filipe,CV,14.8961,-24.4956,72.07,77,1,7.61,clear sky
579,Tran,BG,42.8353,22.6517,59.95,87,9,4.0,clear sky
580,Jasper,US,37.2001,-94.3502,64.45,93,100,1.01,light rain
581,Zelenoborsk,RU,61.4669,64.0333,46.63,92,98,6.69,overcast clouds
582,Carutapera,BR,-1.195,-46.02,74.23,93,50,5.44,scattered clouds
583,Novouzensk,RU,50.4592,48.1431,48.49,69,6,8.88,clear sky
584,Chengde,CN,40.9725,117.9361,67.33,28,0,11.41,clear sky
585,Coos Bay,US,43.3665,-124.2179,66.99,88,100,10.36,overcast clouds
586,Chicama,PE,-7.8447,-79.1469,59.54,81,22,6.8,few clouds
587,Khartoum,SD,15.5518,32.5324,88.02,9,1,3.0,clear sky
588,Beatrice,US,40.2681,-96.747,52.18,100,100,19.57,light rain
589,Muriwai Beach,NZ,-36.8167,174.45,65.35,64,13,13.78,few clouds
590,Pinawa,CA,50.1489,-95.8811,60.15,64,73,7.54,broken clouds
591,Lasa,IT,46.6166,10.7002,56.28,98,100,2.71,overcast clouds
592,Malakal,SS,9.5334,31.6605,74.55,74,99,5.5,overcast clouds
593,Ukiah,US,39.1502,-123.2078,93.43,24,0,9.22,clear sky
594,Seoul,KR,37.5683,126.9778,76.6,49,0,6.91,clear sky
595,Tautira,PF,-17.7333,-149.15,79.05,73,47,12.03,scattered clouds
596,Whitehorse,CA,60.7161,-135.0538,52.02,67,75,8.05,light intensity shower rain
597,Gola Gokarannath,IN,28.0833,80.4667,78.53,46,0,4.88,clear sky
598,Porosozero,RU,62.7191,32.727,30.34,97,23,3.29,few clouds
599,Gushikawa,JP,26.3544,127.8686,74.79,98,100,14.97,mist
600,Rockport,US,28.0206,-97.0544,82.42,80,0,13.8,clear sky
601,Macusani,PE,-14.0833,-70.4333,32.59,87,43,4.76,scattered clouds
602,Yerkoy,TR,39.6381,34.4672,49.95,66,9,0.74,clear sky
603,Marabba,SD,12.35,32.1833,83.86,56,78,11.21,broken clouds
604,Buala,SB,-8.145,159.5921,84.4,69,32,1.66,scattered clouds
605,Orsk,RU,51.2049,58.5668,56.3,88,0,8.95,light rain
606,Canutama,BR,-6.5339,-64.3831,76.33,74,32,2.86,scattered clouds
607,Sobolevo,RU,54.4299,31.8996,42.06,64,1,5.57,clear sky
608,Mattru,SL,7.6244,-11.8332,72.82,96,100,2.26,overcast clouds
609,Baie-Comeau,CA,49.2168,-68.1489,47.88,66,0,3.44,clear sky
610,Muros,ES,42.7762,-9.0603,50.09,92,100,6.71,overcast clouds
611,Raymond Terrace,AU,-32.75,151.75,64.0,88,75,8.05,broken clouds
612,Champerico,GT,14.3,-91.9167,82.72,72,35,6.35,scattered clouds
613,Bojnurd,IR,37.4747,57.329,53.55,82,0,0.0,clear sky
614,Ha Giang,VN,22.8333,104.9833,77.9,92,100,0.98,overcast clouds
615,Atyrau,KZ,47.1167,51.8833,46.42,87,0,4.47,mist
616,Cap Malheureux,MU,-19.9842,57.6142,70.47,80,26,13.98,scattered clouds
617,Agadez,NE,19.75,10.25,83.46,12,7,9.31,clear sky
618,Gardner,US,42.5751,-71.9981,56.97,69,0,6.91,clear sky
619,Lobito,AO,-12.3481,13.5456,70.34,85,100,6.44,overcast clouds
620,Tocopilla,CL,-22.092,-70.1979,63.32,74,65,7.34,broken clouds
621,Vung Tau,VN,10.346,107.0843,82.76,81,100,11.07,overcast clouds
622,Akureyri,IS,65.6835,-18.0878,37.33,93,100,1.14,overcast clouds
623,Tanout,NE,14.9709,8.8879,82.51,9,5,6.62,clear sky
624,Wawa,NG,9.9022,4.4192,78.93,71,39,9.89,scattered clouds
625,Meulaboh,ID,4.1363,96.1285,78.33,87,100,5.08,moderate rain
626,Bukachacha,RU,52.9833,116.9167,68.63,25,12,7.87,few clouds
627,Fort Nelson,CA,58.8053,-122.7002,47.79,87,100,5.75,moderate rain
628,Yumen,CN,40.2833,97.2,67.3,22,86,32.28,overcast clouds
629,Ulaangom,MN,49.9811,92.0667,67.46,43,98,1.95,overcast clouds
630,Plettenberg Bay,ZA,-34.0527,23.3716,61.39,85,98,8.43,overcast clouds
631,Ancud,CL,-41.8697,-73.8203,42.78,87,39,5.95,scattered clouds
632,Sergeyevka,KZ,53.88,67.4158,61.93,50,100,10.89,overcast clouds
633,Zhigalovo,RU,54.8097,105.1578,66.13,42,3,1.14,clear sky
634,Vigrestad,NO,58.5667,5.7,49.68,88,99,7.65,overcast clouds
635,Hajnowka,PL,52.7433,23.5812,53.71,67,100,6.35,overcast clouds
636,Mount Isa,AU,-20.7333,139.5,76.77,38,0,11.5,clear sky
637,Keti Bandar,PK,24.1447,67.4497,83.68,74,81,15.46,broken clouds
638,Uglich,RU,57.5275,38.3317,29.01,96,9,4.83,clear sky
639,Eydhafushi,MV,5.1033,73.0708,82.4,78,93,9.31,overcast clouds
640,Arlit,NE,18.7369,7.3853,84.15,17,33,2.44,scattered clouds
641,Utinga,BR,-5.8172,-35.3954,76.05,100,75,3.44,moderate rain
642,Broome,US,42.2506,-75.833,61.7,78,100,4.61,overcast clouds
643,Saint-Augustin,CA,51.226,-58.6502,45.48,69,89,5.57,overcast clouds
644,Leh,IN,34.1667,77.5833,45.19,60,88,3.49,overcast clouds
645,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,82.99,43,95,8.99,overcast clouds
646,Dongsheng,CN,39.8161,109.9776,53.1,30,100,24.16,overcast clouds
647,Kollo,NE,13.3043,2.339,90.81,31,96,10.92,overcast clouds
648,Kalia,BD,23.0396,89.6328,83.95,72,70,4.52,broken clouds
649,Rawson,AR,-43.3002,-65.1023,43.48,46,6,11.79,clear sky
650,Boyuibe,BO,-20.4167,-63.2833,69.84,78,15,7.81,few clouds
651,Caluquembe,AO,-13.7833,14.6833,51.44,45,10,1.88,clear sky
652,Thap Than,TH,15.4606,99.8917,84.7,71,99,4.79,overcast clouds
653,Iberia,US,29.9502,-91.7507,71.98,88,40,3.44,light rain
654,Miami,US,25.7743,-80.1937,81.01,73,40,12.66,scattered clouds
655,Pudozh,RU,61.8099,36.5345,34.0,96,98,3.09,overcast clouds
656,Luganville,VU,-15.5333,167.1667,82.56,74,76,7.83,heavy intensity rain
657,Bonfim,BR,3.0833,-59.95,76.95,83,3,6.35,clear sky
658,Plaster Rock,CA,46.9065,-67.39,55.92,67,100,2.73,overcast clouds
659,Cayenne,GF,4.9333,-52.3333,82.09,4,0,3.0,clear sky
660,Rock Sound,BS,24.9,-76.2,78.84,71,0,17.09,clear sky
661,La Asuncion,VE,11.0333,-63.8628,78.53,94,14,14.97,few clouds
662,Athabasca,CA,54.7169,-113.2854,50.41,68,6,9.24,clear sky
663,Gilbues,BR,-9.8317,-45.3439,70.93,54,0,4.9,clear sky
664,Matadi,CD,-5.8167,13.45,70.39,89,10,2.82,clear sky
665,Pirapora Do Bom Jesus,BR,-23.3969,-47.0022,67.39,78,0,3.06,clear sky
666,Edd,ER,13.9297,41.6925,84.06,63,4,6.55,clear sky
667,Boende,CD,-0.2167,20.8667,69.35,98,100,0.43,overcast clouds
668,Sfantu Gheorghe,RO,45.8667,25.7833,55.27,90,98,3.11,overcast clouds
669,Kimbe,PG,-5.5502,150.1429,86.92,66,94,2.82,light rain
670,Corinto,GR,37.9407,22.9573,66.42,67,0,1.16,clear sky
671,Saint-Georges,GD,12.0564,-61.7485,82.08,78,75,18.41,broken clouds
672,Luena,AO,-11.7833,19.9167,48.78,52,95,3.71,overcast clouds
673,Pondicherry,IN,11.93,79.83,84.02,78,98,11.48,overcast clouds
674,Sebring,US,27.4956,-81.4409,80.55,66,0,8.05,clear sky
675,Hackettstown,US,40.854,-74.8291,60.28,74,63,0.0,broken clouds
676,Were Ilu,ET,10.6,39.4333,52.14,44,16,3.04,few clouds
677,Bagdarin,RU,54.4333,113.6,63.66,29,8,5.46,clear sky
678,Mount Darwin,ZW,-16.7725,31.5838,54.41,51,0,2.93,clear sky
679,Taitung,TW,22.7583,121.1444,77.27,94,75,1.14,light rain
680,Tema,GH,5.667,-0.0166,77.41,88,40,8.05,light rain
681,Nyahururu,KE,0.0421,36.3673,52.12,79,100,3.33,overcast clouds
682,Vitoria Da Conquista,BR,-14.8661,-40.8394,57.92,82,0,6.42,clear sky
683,Hit,IQ,33.6416,42.8251,75.36,32,0,8.32,clear sky
684,Abaete,BR,-19.16,-45.4458,60.58,63,0,3.24,clear sky
685,Pokhara,NP,28.2333,83.9833,71.65,56,100,6.46,overcast clouds
686,Mizan Teferi,ET,6.9833,35.5833,61.07,98,100,1.7,light rain
687,Khash,IR,28.2211,61.2158,72.45,22,0,3.11,clear sky
688,Humaita,BR,-7.5061,-63.0208,75.42,73,5,1.54,clear sky
689,San Ramon,US,37.7799,-121.978,96.26,22,0,12.66,clear sky
690,Boueni,YT,-12.9025,45.0761,75.18,70,4,7.7,clear sky
